ImageName,Tx,Ty,Tz,Rx,Ry,Rz
ImTest20001.png,-4.782635,2.517455,-1.428482,0.0,104.80485,152.238848
ImTest20002.png,7.029291,4.727506,-1.09015,0.0,97.33308100000002,33.922562
ImTest20003.png,-1.1257,-0.802021,-3.192421,0.0,156.589386,215.46852099999998
ImTest20004.png,-3.242003,0.598954,3.004105,0.0,47.660225000000004,169.53273199999998
ImTest20005.png,-0.151967,-0.430137,0.293395,0.0,57.253333999999995,250.54175299999997
ImTest20006.png,-0.20065,-0.616059,1.648308,0.0,21.458617,251.959626
ImTest20007.png,-0.802715,-0.952279,-6.510013,0.0,169.169305,229.871073
ImTest20008.png,2.902488,0.622101,-1.460595,0.0,116.199337,12.097381
ImTest20009.png,8.14124,3.756643,0.579285,0.0,86.30338000000002,24.770196
ImTest20010.png,-0.453223,0.969468,-0.500785,0.0,115.077053,115.055905
ImTest20011.png,-9.603358,-1.886043,-1.383965,0.0,98.0489,191.11114099999998
ImTest20012.png,-2.729781,-3.986813,-2.410743,0.0,116.516066,235.60045500000007
ImTest20013.png,-5.855278,3.839925,-0.971554,0.0,97.899468,146.742911
ImTest20014.png,3.269261,-6.949662,-6.396287,0.0,129.78839200000002,295.19324
ImTest20015.png,-0.567082,-2.814752,-0.203257,0.0,94.049155,258.60922
ImTest20016.png,0.080392,-0.016044,-4.144415,0.0,178.866832,348.71375900000004
ImTest20017.png,-2.891135,-0.576667,3.593941,0.0,39.361794,191.280206
ImTest20018.png,-1.133698,2.219982,7.221457,0.0,19.043688999999997,117.05244500000002
ImTest20019.png,2.17747,1.70285,7.700955,0.0,19.745544,38.026512999999994
ImTest20020.png,-0.152482,-0.127699,0.982282,0.0,11.446447,219.945117
ImTest20021.png,0.306285,-1.673947,0.525982,0.0,72.82439899999999,280.368807
ImTest20022.png,-3.146504,1.641943,0.580742,0.0,80.707124,152.443051
ImTest20023.png,0.43542,0.279496,0.232022,0.0,65.846912,32.696383
ImTest20024.png,-0.364727,3.51156,-3.843486,0.0,137.43083499999997,95.92973699999999
ImTest20025.png,1.758924,2.541765,-1.313418,0.0,113.021348,55.316418
ImTest20026.png,-0.223297,1.13168,-1.324915,0.0,138.956469,101.161909
ImTest20027.png,-0.406868,0.160839,-2.04315,0.0,167.913643,158.43064999999999
ImTest20028.png,-0.762969,-0.131395,-9.018365,0.0,175.093354,189.77138699999998
ImTest20029.png,-3.695491,1.01286,5.561725,0.0,34.565103,164.672772
ImTest20030.png,1.403079,-1.396542,4.245855,0.0,24.997357,315.13377500000007
ImTest20031.png,-7.393867,-0.842262,-5.274457,0.0,125.327941,186.49875900000004
ImTest20032.png,0.283389,-0.104806,0.995262,0.0,16.887605,339.704145
ImTest20033.png,-4.819093,-5.657467,-0.594391,0.0,94.572793,229.57527499999998
ImTest20034.png,7.071829,-1.925374,-0.700815,0.0,95.461959,344.76981800000004
ImTest20035.png,0.138542,2.370024,-5.092408,0.0,155.005166,86.654533
ImTest20036.png,-0.823697,-1.645173,0.087615,0.0,87.2736,243.404029
ImTest20037.png,-1.370645,5.47162,1.961849,0.0,70.822145,104.063246
ImTest20038.png,-1.214703,-2.270255,-1.538395,0.0,120.85760500000002,241.85093999999995
ImTest20039.png,-0.329148,-0.916782,-0.921991,0.0,133.42643,250.25058
ImTest20040.png,1.931101,0.879134,-0.133843,0.0,93.60944399999998,24.477397
ImTest20041.png,-0.239076,7.940989,4.120145,0.0,62.588281000000016,91.724456
ImTest20042.png,0.052676,0.320078,0.636652,0.0,26.999506,80.654411
ImTest20043.png,-1.153499,-2.032159,-0.647877,0.0,105.496572,240.41978199999994
ImTest20044.png,0.220396,-0.326982,0.365325,0.0,47.186157,303.98117599999995
ImTest20045.png,-0.3439,0.509729,4.374214,0.0,8.001737,124.006468
ImTest20046.png,0.017622,-0.090765,-0.095371,0.0,135.887988,280.98707500000006
ImTest20047.png,-2.802618,-5.528934,6.486251,0.0,43.701364,243.11954399999996
ImTest20048.png,1.932753,0.081598,0.353911,0.0,79.632416,2.417513
ImTest20049.png,-0.62141,-0.464559,-0.519461,0.0,123.80329500000002,216.781376
ImTest20050.png,-2.104092,1.813793,1.315444,0.0,64.661078,139.23763
ImTest20051.png,2.902856,-1.692431,-3.083499,0.0,132.541213,329.756848
ImTest20052.png,0.961551,0.006954,0.330209,0.0,71.04734600000002,0.414381
ImTest20053.png,-8.115394,1.951076,-5.423445,0.0,123.01485600000001,166.481697
ImTest20054.png,-2.366586,1.218054,-1.985996,0.0,126.72853700000003,152.765654
ImTest20055.png,-2.837013,0.711035,0.536004,0.0,79.614974,165.92989200000002
ImTest20056.png,0.004818,-0.037831,0.619279,0.0,3.523972,277.257502
ImTest20057.png,-1.13076,2.309203,1.511261,0.0,59.554418,116.08985100000001
ImTest20058.png,0.097547,-0.439782,0.109182,0.0,76.375709,282.506146
ImTest20059.png,-3.732833,0.67914,3.339234,0.0,48.648676,169.688575
ImTest20060.png,4.307266,0.984485,6.201225,0.0,35.469683999999994,12.874584
ImTest20061.png,1.505605,2.995489,-5.346507,0.0,147.909813,63.31479
ImTest20062.png,-0.154846,-0.863444,0.196309,0.0,77.38585399999998,259.832892
ImTest20063.png,-0.275367,0.046303,-0.758882,0.0,159.798772,170.45495700000004
ImTest20064.png,4.202226,5.996863,2.605612,0.0,70.41293900000001,54.979632
ImTest20065.png,-3.253186,5.047016,-6.772836,0.0,138.44059,122.804859
ImTest20066.png,-3.950858,-3.160722,1.700531,0.0,71.42247299999998,218.660117
ImTest20067.png,0.221095,0.576824,-0.899919,0.0,145.532537,69.02829200000001
ImTest20068.png,-0.417421,-5.73029,-5.931742,0.0,135.913878,265.833662
