ImageName,Tx,Ty,Tz,Rx,Ry,Rz
ImTest20069.png,0.140722,3.130103,1.2703,0.0,67.93119800000001,87.42585499999998
ImTest20070.png,1.60252,-0.915071,2.28836,0.0,38.883405,330.27276300000005
ImTest20071.png,-0.545631,4.533946,-5.90288,0.0,142.273299,96.86217100000002
ImTest20072.png,0.001594,-0.016316,-0.102058,0.0,170.874704,275.580006
ImTest20073.png,0.156051,0.38466,0.249799,0.0,58.961778,67.918312
ImTest20074.png,-1.338858,5.577028,-3.422779,0.0,120.827587,103.499342
ImTest20075.png,4.978563,3.208569,1.15601,0.0,78.956097,32.800847
ImTest20076.png,-2.332536,-1.2109,-4.557563,0.0,150.030107,207.435377
ImTest20077.png,-1.96994,-4.426796,-5.456226,0.0,138.39376500000003,246.010768
ImTest20078.png,-3.396616,-1.023786,6.118465,0.0,30.105638,196.773521
ImTest20079.png,-2.931869,1.476989,-7.090674,0.0,155.156486,153.262383
ImTest20080.png,-0.056403,-0.072191,-2.878312,0.0,178.176988,231.999401
ImTest20081.png,-4.149744,-5.535456,-0.313697,0.0,92.596222,233.142347
ImTest20082.png,-0.853855,-1.785814,-5.202877,0.0,159.170584,244.446031
ImTest20083.png,-2.508433,-2.873771,-1.082623,0.0,105.84469,228.883216
ImTest20084.png,0.270871,-0.097185,0.544541,0.0,27.855423,340.26268100000004
ImTest20085.png,1.169436,4.431325,6.313728,0.0,35.975308,75.216572
ImTest20086.png,-0.818047,-3.127419,0.972799,0.0,73.251871,255.341413
ImTest20087.png,0.372911,4.299561,-4.280748,0.0,134.767029,85.04300800000001
ImTest20088.png,2.824878,2.632643,-6.327323,0.0,148.605087,42.98264900000001
ImTest20089.png,-0.501924,-0.401103,-0.828112,0.0,142.193345,218.629419
ImTest20090.png,-1.024203,0.331804,0.690259,0.0,57.334363999999994,162.049571
ImTest20091.png,-5.281252,1.401169,-0.586972,0.0,96.131543,165.141178
ImTest20092.png,-0.710974,-1.15117,4.659837,0.0,16.191122,238.30011100000002
ImTest20093.png,0.389122,-3.036401,8.36203,0.0,20.107034,277.3027849999999
ImTest20094.png,-1.95358,2.681141,7.268339,0.0,24.532658999999995,126.07848499999997
ImTest20095.png,-3.264613,-5.290703,-3.90851,0.0,122.15741499999999,238.323455
ImTest20096.png,-0.443675,0.258048,0.007777,0.0,89.131863,149.817092
ImTest20097.png,0.223392,-0.342755,0.603193,0.0,34.147873000000004,303.094495
ImTest20098.png,0.440575,-0.767732,0.013889,0.0,89.101048,299.850055
ImTest20099.png,-0.144474,3.567962,7.140391,0.0,26.56948,92.31875700000002
ImTest20100.png,-1.225901,-1.059883,9.289793,0.0,9.895346,220.845865
